Subject,Age_Month,Stimuli,Types,Correct,Repeated,Group,VMA,Raven,Sex
Subject 9 ASD subjects,123,20,Structural,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,21,Existential,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,22,Factive,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,23,Lexical,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,24,Structural,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,25,Existential,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,26,Factive,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,27,Lexical,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,28,Structural,FAUX,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,29,Existential,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,30,Factive,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,31,Lexical,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,33,Existential,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,34,Factive,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,35,Factive,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,36,Structural,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,37,Existential,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,38,Factive,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,39,Lexical,VRAI,0,ASD subjects,128-144,82,M
Subject 9 ASD subjects,123,40,Structural,VRAI,0,ASD subjects,128-144,82,M
Subject 10 ASD subjects,96,1,Existential,FAUX,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,2,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,3,Lexical,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,4,Structural,FAUX,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,5,Existential,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,6,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,7,Lexical,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,8,Structural,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,9,Existential,FAUX,1,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,10,Factive,FAUX,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,11,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,12,Structural,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,13,Existential,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,14,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,16,Structural,FAUX,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,17,Existential,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,18,Factive,VRAI,1,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,19,Lexical,FAUX,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,20,Structural,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,21,Existential,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,22,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,23,Lexical,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,24,Structural,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,25,Existential,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,26,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,27,Lexical,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,28,Structural,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,29,Existential,FAUX,2,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,30,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,31,Lexical,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,33,Existential,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,34,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,35,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,36,Structural,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,37,Existential,FAUX,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,38,Factive,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,39,Lexical,VRAI,0,ASD subjects,92-103,131,M
Subject 10 ASD subjects,96,40,Structural,FAUX,0,ASD subjects,92-103,131,M
Subject 11 ASD subjects,81,1,Existential,FAUX,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,2,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,3,Lexical,FAUX,2,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,4,Structural,FAUX,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,5,Existential,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,6,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,7,Lexical,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,8,Structural,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,9,Existential,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,10,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,11,Factive,FAUX,2,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,12,Structural,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,13,Existential,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,14,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,16,Structural,FAUX,2,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,17,Existential,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,18,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,19,Lexical,FAUX,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,20,Structural,FAUX,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,21,Existential,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,22,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,23,Lexical,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,24,Structural,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,25,Existential,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,26,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,27,Lexical,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,28,Structural,FAUX,2,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,29,Existential,VRAI,1,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,30,Factive,VRAI,1,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,31,Lexical,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,33,Existential,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,34,Factive,VRAI,1,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,35,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,36,Structural,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,37,Existential,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,38,Factive,VRAI,0,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,39,Lexical,VRAI,1,ASD subjects,80-91,133,M
Subject 11 ASD subjects,81,40,Structural,VRAI,0,ASD subjects,80-91,133,M
Subject 12 ASD subjects,85,1,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,2,Factive,FAUX,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,3,Lexical,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,4,Structural,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,5,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,6,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,7,Lexical,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,8,Structural,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,9,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,10,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,11,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,12,Structural,VRAI,1,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,13,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,14,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,16,Structural,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,17,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,18,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,19,Lexical,FAUX,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,20,Structural,FAUX,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,21,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,22,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,23,Lexical,FAUX,1,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,24,Structural,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,25,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,26,Factive,FAUX,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,27,Lexical,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,28,Structural,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,29,Existential,VRAI,1,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,30,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,31,Lexical,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,33,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,34,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,35,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,36,Structural,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,37,Existential,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,38,Factive,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,39,Lexical,VRAI,0,ASD subjects,92-103,130,M
Subject 12 ASD subjects,85,40,Structural,VRAI,0,ASD subjects,92-103,130,M
Subject 13 ASD subjects,99,1,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,2,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,3,Lexical,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,4,Structural,FAUX,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,5,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,6,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,7,Lexical,FAUX,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,8,Structural,FAUX,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,9,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,10,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,11,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,12,Structural,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,13,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,14,Factive,FAUX,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,16,Structural,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,17,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,18,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,19,Lexical,FAUX,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,20,Structural,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,21,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,22,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,23,Lexical,FAUX,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,24,Structural,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,25,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,26,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,27,Lexical,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,28,Structural,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,29,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,30,Factive,FAUX,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,31,Lexical,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,33,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,34,Factive,FAUX,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,35,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,36,Structural,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,37,Existential,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,38,Factive,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,39,Lexical,VRAI,0,ASD subjects,104-115,100,M
Subject 13 ASD subjects,99,40,Structural,FAUX,0,ASD subjects,104-115,100,M
Subject 14 ASD subjects,103,1,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,2,Factive,FAUX,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,3,Lexical,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,4,Structural,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,5,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,6,Factive,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,7,Lexical,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,8,Structural,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,9,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,10,Factive,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,11,Factive,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,12,Structural,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,13,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,14,Factive,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,16,Structural,FAUX,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,17,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,18,Factive,FAUX,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,19,Lexical,FAUX,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,20,Structural,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,21,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,22,Factive,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,23,Lexical,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,24,Structural,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,25,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,26,Factive,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,27,Lexical,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,28,Structural,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,29,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,30,Factive,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,31,Lexical,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,33,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,34,Factive,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,35,Factive,FAUX,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,36,Structural,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,37,Existential,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,38,Factive,FAUX,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,39,Lexical,VRAI,0,ASD subjects,104-115,105,M
Subject 14 ASD subjects,103,40,Structural,VRAI,0,ASD subjects,104-115,105,M
Subject 15 ASD subjects,78,1,Existential,FAUX,1,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,2,Factive,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,3,Lexical,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,4,Structural,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,5,Existential,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,6,Factive,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,7,Lexical,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,8,Structural,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,9,Existential,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,10,Factive,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,11,Factive,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,12,Structural,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,13,Existential,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,14,Factive,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,16,Structural,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,17,Existential,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,18,Factive,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,19,Lexical,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,20,Structural,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,21,Existential,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,22,Factive,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,23,Lexical,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,24,Structural,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,25,Existential,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,26,Factive,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,27,Lexical,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,28,Structural,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,29,Existential,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,30,Factive,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,31,Lexical,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,33,Existential,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,34,Factive,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,35,Factive,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,36,Structural,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,37,Existential,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,38,Factive,FAUX,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,39,Lexical,VRAI,0,ASD subjects,64-67,93,M
Subject 15 ASD subjects,78,40,Structural,FAUX,0,ASD subjects,64-67,93,M
Subject 16 ASD subjects,86,1,Existential,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,2,Factive,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,3,Lexical,VRAI,1,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,4,Structural,VRAI,1,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,5,Existential,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,6,Factive,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,7,Lexical,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,8,Structural,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,9,Existential,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,10,Factive,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,11,Factive,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,12,Structural,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,13,Existential,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,14,Factive,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,16,Structural,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,17,Existential,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,18,Factive,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,19,Lexical,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,20,Structural,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,21,Existential,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,22,Factive,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,23,Lexical,FAUX,1,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,24,Structural,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,25,Existential,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,26,Factive,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,27,Lexical,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,28,Structural,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,29,Existential,VRAI,1,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,30,Factive,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,31,Lexical,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,33,Existential,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,34,Factive,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,35,Factive,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,36,Structural,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,37,Existential,FAUX,1,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,38,Factive,FAUX,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,39,Lexical,VRAI,0,ASD subjects,80-91,135,M
Subject 16 ASD subjects,86,40,Structural,VRAI,0,ASD subjects,80-91,135,M
Subject 17 ASD subjects,102,1,Existential,VRAI,0,ASD subjects,64-67,130,M
Subject 17 ASD subjects,102,2,Factive,FAUX,0,ASD subjects,64-67,130,M
Subject 17 ASD subjects,102,3,Lexical,VRAI,0,ASD subjects,64-67,130,M
Subject 17 ASD subjects,102,4,Structural,FAUX,0,ASD subjects,64-67,130,M
Subject 17 ASD subjects,102,5,Existential,FAUX,0,ASD subjects,64-67,130,M
Subject 17 ASD subjects,102,6,Factive,FAUX,0,ASD subjects,64-67,130,M
Subject 17 ASD subjects,102,7,Lexical,VRAI,0,ASD subjects,64-67,130,M
